Race Index,Placing,Track/Course,Dist.,Race Class,Going,Horse,Draw,Rtg.,Trainer,Gear,Body Wt.,Act. Wt.,Unnamed: 13,jockey_id,season,race_description,Race Sub Index,race_date,race_course,race_wins,first_place_win,second_place_win,third_place_win
484,4/14,"Turf / ""C""",1800,5,G,JOYFUL CHAMPION,11,17,C W Chang,B/TT,1144,115,,TEK,Previous,10/03/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),9,2024-03-10,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
474,4/14,"Turf / ""B+2""",1400,3,G,SUPERB KID,8,66,K W Lui,CP1,1031,124,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
473,13/14,"Turf / ""B+2""",2000,3,G,LEAN HERO,7,71,D A Hayes,B/XB1/TT,1187,128,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
472,5/12,"Turf / ""B+2""",1000,2,G,GALAXY PATCH,9,98,P C Ng,B,1157,128,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
471,4/14,"Turf / ""B+2""",1800,4YO,G,STAR MAC,8,69,D A Hayes,CP-/B1,1189,126,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
469,8/11,"Turf / ""B+2""",1200,3,G,STELLAR SWIFT,7,65,D A Hayes,TT1,1215,120,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
468,7/14,"Turf / ""B+2""",1600,4,G,CHILLI BABA,11,48,P F Yiu,V,1186,123,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),6,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
467,6/10,AWT,1650,2,GD,GALAXY WITNESS,4,84,C Fownes,,1239,120,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),7,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
466,6/14,"Turf / ""B+2""",1200,4,G,GANGNAM STAR,6,44,P C Ng,TT,1095,119,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),8,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
465,7/11,AWT,1650,5,GD,GET THE MONIES,3,29,M Newnham,CP/TT,1083,124,,TEK,Previous,03/03/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),9,2024-03-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
464,10/12,"Turf / ""A""",1200,4,G,KING ECCELLENTE,9,54,D J Whyte,SR/XB,1122,129,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),1,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
463,2/10,"Turf / ""A""",1200,3,G,CAPTAIN WIN,9,61,P C Ng,B,1238,117,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),2,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
462,1/10,"Turf / ""A""",1650,3,G,JUNE PLANET,2,62,C Fownes,TT,1118,120,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),3,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
459,4/12,"Turf / ""A""",1650,4,G,DRAGON STAR,3,55,P C Ng,V/XB,1135,130,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),4,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
458,6/12,"Turf / ""A""",1000,4,G,SUPER CHARIZZARD,4,52,M Newnham,,1086,130,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),5,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
457,4/12,"Turf / ""A""",1200,5,G,DOUBLE SHOW,9,32,D J Whyte,B/TT,1226,129,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),6,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
456,2/12,"Turf / ""A""",1800,5,G,LOYAL AMBITION,12,27,C Fownes,,1047,123,,TEK,Previous,28/02/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 1 2nd 2 3rd 0),7,2024-02-28,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 0,1,2,0
455,8/14,"Turf / ""A+3""",1400,3,G,ILLUMINOUS,11,71,F C Lor,B,1000,128,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),1,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
454,3/14,"Turf / ""A+3""",1200,3,G,RUBYLOT,1,60,D A Hayes,,1118,118,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),2,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
453,5/13,"Turf / ""A+3""",1600,3,G,SOLEIL FIGHTER,12,66,D A Hayes,XB,1084,122,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),3,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
452,7/11,"Turf / ""A+3""",2000,G1,G,ENCOUNTERED,2,114,K L Man,TT,1146,126,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),4,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
451,5/14,"Turf / ""A+3""",1400,4,G,SMART FIGHTER,3,50,P F Yiu,TT,1146,126,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),5,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
450,4/14,"Turf / ""A+3""",1200,4,G,AWESOME TREASURE,11,53,D A Hayes,B-/TT,1123,130,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),6,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
449,2/14,"Turf / ""A+3""",1200,4,G,SOLID SHALAA,12,53,D A Hayes,B/TT,1175,129,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),7,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
448,7/13,"Turf / ""A+3""",1600,5,G,ARTHUR'S KINGDOM,4,30,Y S Tsui,H/TT,1024,125,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),8,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
447,2/6,"Turf / ""A+3""",1600,2,G,SWEET ENCOUNTER,3,82,J Size,,1191,117,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),9,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
446,4/12,"Turf / ""A+3""",2000,4,G,MANAGEMENT FOLKS,2,48,D J Hall,B,1123,123,,TEK,Previous,25/02/2024 Sha Tin Jockey Challenge 1 Points :16 (Win 0 2nd 2 3rd 1),10,2024-02-25,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 1,0,2,1
445,2/12,"Turf / ""C+3""",1000,3,G,HEROIC MASTER,4,73,F C Lor,CP/TT,1068,127,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),1,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
444,3/12,"Turf / ""C+3""",1200,3,G,WINNING ICEY,4,81,C Fownes,B1/TT,1160,131,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),2,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
443,5/12,"Turf / ""C+3""",1650,3,G,GALAXY WITNESS,7,84,C Fownes,,1219,135,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),3,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
442,1/12,"Turf / ""C+3""",1650,4,G,GALVANIC,1,52,C Fownes,TT,1074,132,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),4,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
441,6/11,"Turf / ""C+3""",1800,4,G,MR ALADDIN,10,49,P C Ng,CP,1086,128,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),5,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
440,1/8,"Turf / ""C+3""",1200,1,G,TOMODACHI KOKOROE,7,85,D A Hayes,TT,1171,115,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),6,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
439,4/12,"Turf / ""C+3""",1200,4,G,THE KHAN,11,52,C Fownes,H/P/TT,1081,127,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),7,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
438,7/7,"Turf / ""C+3""",1650,1,G,DANCING CODE,5,88,C Fownes,B/TT,1017,122,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),8,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
437,8/12,"Turf / ""C+3""",1200,4,G,SAVVY CHIC,4,59,F C Lor,B/TT,1145,135,,TEK,Previous,21/02/2024 Happy Valley Jockey Challenge 1 Points :30 (Win 2 2nd 1 3rd 0),9,2024-02-21,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 0,2,1,0
436,2/12,AWT,1650,3,GD,MASSIVE ACTION,8,66,F C Lor,SR/V,1197,122,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),1,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
435,3/11,"Turf / ""C+3""",1800,3,G,THE BEST PEACH,2,85,A S Cruz,TT,1039,135,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),2,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
434,5/12,"Turf / ""C+3""",1400,2,G,ALACRITY,9,85,J Richards,PC/XB/TT,1088,125,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),3,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
433,4/12,AWT,1200,3,GD,TORONADO PHANTOM,7,71,J Size,P2/TT,1149,131,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),4,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
432,8/12,AWT,1200,4,GD,AFFIRM,5,42,P F Yiu,TT,1189,117,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),5,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
431,1/14,AWT,1650,4,GD,G LINER,4,47,J Richards,H/P/XB/TT,1106,122,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),6,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
430,4/12,"Turf / ""C+3""",1200,4,G,SILVER DESTINY,10,52,C H Yip,TT1,1161,127,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),7,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
429,7/14,"Turf / ""C+3""",1400,4,G,AMAZING RUN,12,58,D A Hayes,CP,1267,133,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),8,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
428,2/12,"Turf / ""C+3""",1200,4,G,GREAT SPIRIT,2,52,C H Yip,TT1,1066,127,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),9,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
427,1/11,"Turf / ""C+3""",1800,5,G,STARSHIP EIGHTY,10,39,P C Ng,PC/TT,1254,135,,TEK,Previous,18/02/2024 Sha Tin Jockey Challenge 1 Points :40 (Win 2 2nd 2 3rd 1),10,2024-02-18,Sha Tin Jockey Jockey Challenge,(Win 2 2nd 2 3rd 1,2,2,1
426,2/12,"Turf / ""C""",1800,3,G,TURIN MASCOT,11,75,P C Ng,PC/TT,1119,130,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),1,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
425,2/11,"Turf / ""C""",1200,3,G,NICCONI COUNTY,6,69,C Fownes,XB/TT,1156,128,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),2,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
424,2/12,"Turf / ""C""",1200,4,G,MULTIDARLING,1,46,T P Yung,TT,1239,123,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),3,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
423,7/12,"Turf / ""C""",1000,4,G,FORTUNE WARRIOR,7,59,P C Ng,B,1107,135,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),4,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
422,8/11,"Turf / ""C""",1200,3,G,HAPPY TRIO,7,63,D J Whyte,B,1073,123,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),5,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
421,1/11,"Turf / ""C""",1200,4,G,SUPER EAGLE,4,42,W Y So,TT,1076,117,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),6,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
419,2/12,"Turf / ""C""",1650,4,G,RED MAJESTY,5,56,D A Hayes,B/TT,1235,132,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),7,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
418,6/12,"Turf / ""C""",1200,5,G,GREAT DAYS,1,28,P C Ng,H/PC/XB,1089,123,,TEK,Previous,15/02/2024 Happy Valley Jockey Challenge 1 Points :36 (Win 1 2nd 4 3rd 0),8,2024-02-15,Happy Valley Jockey Challenge,(Win 1 2nd 4 3rd 0,1,4,0
417,7/14,"Turf / ""A""",1400,3,G,QUANTUM PATCH,6,73,P C Ng,,1134,131,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),1,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
416,2/13,"Turf / ""A""",1200,2,G,GALAXY PATCH,9,96,P C Ng,B,1147,131,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),2,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
415,7/14,"Turf / ""A""",1600,3,G,SOLEIL FIGHTER,6,66,D A Hayes,XB1,1071,116,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),3,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
414,2/6,"Turf / ""A""",1400,1,G,MUGEN,1,91,P C Ng,,1109,115,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),4,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
413,12/14,"Turf / ""A""",1200,3,G,CAPTAIN WIN,10,63,P C Ng,PC-/B2/TT-,1220,123,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),5,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
412,10/13,"Turf / ""A""",1400,4,G,BONUS PAL,4,57,P C Ng,B-/V1,1092,133,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),6,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
411,1/14,"Turf / ""A""",1600,4,G,WINNING DATA,12,56,P F Yiu,B,1155,133,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),7,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
410,11/14,"Turf / ""A""",1200,4,G,AUTUMN DELIGHT,2,52,C Fownes,TT1,1121,128,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),8,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
409,10/14,"Turf / ""A""",1200,4,G,PACKING WISHER,11,52,C S Shum,TT1,1101,128,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),9,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
408,10/14,"Turf / ""A""",1400,5,G,DRAGON DELIGHT,7,37,D A Hayes,,1122,132,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),10,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
407,2/14,"Turf / ""A""",1200,5,G,GREAT DAYS,2,28,P C Ng,H/PC/XB,1094,123,,TEK,Previous,12/02/2024 Sha Tin Jockey Challenge 1 Points :30 (Win 1 2nd 3 3rd 0),11,2024-02-12,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 3 3rd 0,1,3,0
406,10/12,"Turf / ""B""",1200,3,G,HEROIC MASTER,10,73,F C Lor,CP/TT,1062,130,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),1,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
405,10/12,"Turf / ""B""",1200,3,G,CAPITAL DELIGHT,7,75,C Fownes,TT,1173,135,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),2,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
404,4/12,"Turf / ""B""",1650,3,G,AESTHETICISM,9,64,P C Ng,B,1033,118,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),3,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
403,4/12,"Turf / ""B""",1200,4,G,TATTENHAM,6,49,P C Ng,,1121,127,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),4,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
402,4/12,"Turf / ""B""",1650,4,G,DRAGON STAR,8,55,P C Ng,V/XB,1133,130,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),5,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
401,10/12,"Turf / ""B""",1200,4,G,DIVINE ERA,1,49,C Fownes,H/TT,1174,126,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),6,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
400,3/12,"Turf / ""B""",1650,5,G,SUPERB MOVE,1,39,C H Yip,B/TT,1114,135,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),7,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
398,2/12,"Turf / ""B""",1650,5,G,BRILLIANT PIONEER,5,27,P F Yiu,PC-/TT,1041,122,,TEK,Previous,07/02/2024 Happy Valley Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),8,2024-02-07,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
397,11/11,AWT,1200,2,GD,XPONENTIAL,11,86,D J Whyte,B/TT,1175,119,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),1,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
396,8/14,"Turf / ""B+2""",1400,4,G,MASTER TORNADO,9,53,W Y So,PC/TT,1189,128,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),2,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
395,4/14,"Turf / ""B+2""",1800,G3,G,LA CITY BLANCHE,7,92,A S Cruz,TT,1010,115,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),3,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
394,3/9,"Turf / ""B+2""",1600,4YO,G,STAR MAC,3,64,D A Hayes,CP,1191,126,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),4,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
393,3/14,"Turf / ""B+2""",1000,3,G,RUBYLOT,1,60,D A Hayes,,1112,116,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),5,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
392,4/11,"Turf / ""B+2""",2000,3,G,GALLANT HERO,9,62,D J Hall,,1088,117,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),6,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
391,4/14,"Turf / ""B+2""",1400,4,G,CALIFORNIATOTALITY,11,50,A S Cruz,B/TT,1040,125,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),7,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
390,1/10,"Turf / ""B+2""",1200,3,G,ILLUMINOUS,6,65,F C Lor,B1,999,120,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),8,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
389,8/14,"Turf / ""B+2""",1000,4,G,GANGNAM STAR,4,46,P C Ng,TT,1091,121,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),9,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
388,6/11,AWT,1200,5,GD,MAGIC TRAVELLER,10,32,W Y So,B/TT,1108,127,,TEK,Previous,04/02/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),10,2024-02-04,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
387,3/11,"Turf / ""A""",1650,3,G,TURIN MASCOT,11,75,P C Ng,PC/TT,1116,132,,TEK,Previous,31/01/2024 Happy Valley Jockey Challenge 1 Points :38 (Win 2 2nd 1 3rd 2),1,2024-01-31,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 2,2,1,2
386,1/12,"Turf / ""A""",1200,3,G,TOMODACHI KOKOROE,12,78,D A Hayes,TT,1186,135,,TEK,Previous,31/01/2024 Happy Valley Jockey Challenge 1 Points :38 (Win 2 2nd 1 3rd 2),2,2024-01-31,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 2,2,1,2
385,1/12,"Turf / ""A""",1200,3,G,NICCONI COUNTY,7,64,C Fownes,XB/TT,1155,121,,TEK,Previous,31/01/2024 Happy Valley Jockey Challenge 1 Points :38 (Win 2 2nd 1 3rd 2),3,2024-01-31,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 2,2,1,2
384,4/12,"Turf / ""A""",1200,4,G,KING ECCELLENTE,10,54,D J Whyte,SR/XB,1136,130,,TEK,Previous,31/01/2024 Happy Valley Jockey Challenge 1 Points :38 (Win 2 2nd 1 3rd 2),4,2024-01-31,Happy Valley Jockey Challenge,(Win 2 2nd 1 3rd 2,2,1,2
