Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
13,5,FREE JUDGEMENT  (M163),M Guyon,P-/B1,"Settled just behind midfield 6Ls or so off lead, in 2 wide line between runners but was difficult to settle on circle, produced nothing in straight.",2012-01-15,10
14,14,IMPERIAL ROME  (N012),N Callan,--,"Away well, took up ideal spot 1 out 1 back, had ok run to bend, gave ground badly final 400m.",2012-01-15,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-15,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-15,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-15,13
1,7,RAY'S FAVOURITE  (CL045),B Prebble,CP,"Never far off, hit front under pressure 150 M out.",2012-01-18,1
2,12,SONOFTHEWEST  (CL063),M Du Plessis,B/TT,"Attempted to make all, headed about 150 M out.",2012-01-18,1
3,4,EPATANT  (CL349),N Callan,--,"Drawn wide, settled in 4th not far off, unable to quicken under pressure.",2012-01-18,1
4,5,MACASSAR  (CL382),D Whyte,--,"Slow out, travelled in midfield, kept on same pace.",2012-01-18,1
5,11,FORTUNE BUNNY  (CL310),T Clark,--,"Drawn wide, taken back, trailed field to straight, ran on.",2012-01-18,1
6,8,CLASSA  (CK267),H W Lai,CP,"Wide throughout, midfield early, commenced run home bend, wide turn, kept on same pace.",2012-01-18,1
7,2,SPARKLING  (CK149),J Lloyd,CO/TT,"Worked his way to 2nd outside lead first bend, weakened passing 100 M.",2012-01-18,1
8,3,TELECOM NEW STAR  (M084),C Y Ho,B,Always in last few until late.,2012-01-18,1
9,10,METREVELLI  (M165),B Doyle,B,"Bumped at start, settled in 9th in rear of midfield, one-paced.",2012-01-18,1
10,6,BULB TREASURE  (CH048),W M Lai,--,"Hampered at start, raced keenly at times, travelled in forward of midfield, faded under pressure inside 200 M.",2012-01-18,1
11,1,EAST OCEAN  (CK340),T Angland,B/TT,"Worked out wide down far side to join leaders briefly 600 M out, lost ground when wide turn, folded up.",2012-01-18,1
12,9,EVER KING  (CE147),M Guyon,B/TT,Never in the hunt.,2012-01-18,1
1,9,BRILLIANT ONE  (CG212),W M Lai,--,"Made its run from third last position, settling along the rail. Fought well early in the straight to secure clear running and responded strongly to clinch victory over the final stages.",2012-01-18,2
2,5,CHARMGOLD  (CK002),T H So,--,"Camped 3 back, 2 deep with cover. Hit the lead at the 100m but was overhauled close to the line.",2012-01-18,2
3,12,STAR SON  (CL111),C K Tong,--,"Settled worse than midfield, 2 deep with cover. Disappointed fro running near the 150m, shifted out and got to the line well.",2012-01-18,2
4,7,LUCKY NISTELROOY  (CL118),D Whyte,V/TT,Settled 1 out 1 back. Enjoyed a nice run in the race and held on to finish in the frame.,2012-01-18,2
5,10,FIVE STARS HOTEL  (M269),B Prebble,--,Crowded at the start and settled at the tail of the field along the fence. Commenced to shift away from the rail and worked into the race after the 600m. Made nice ground out wide in the home stretch.,2012-01-18,2
6,1,IMPECCABLE  (CL383),C Y Ho,CP,Worked forward to eventually sit outside the leader after the 700m. Faded over the final 100m.,2012-01-18,2
7,11,REAL GENERAL  (M086),M Du Plessis,B,"Raced behind midfield, 3 deep with cover. Kept whacking away at the same aped in the straight.",2012-01-18,2
8,8,SERENDIPITY  (CL394),Z Purton,H,"Was left racing 3 wide without cover after the 700m, whilst in a midfield position. Plugged away one paced in the run to the line.",2012-01-18,2
9,3,PAR EXCELLENCE  (CK020),J Lloyd,SR/TT,Ridden along early and box seated. Had every chance but was a beaten horse at the furlong.,2012-01-18,2
10,2,HOME WITH GLORY  (CL171),B Doyle,CP,Settled in a rearward position 1 off with cover. Peeled out approaching & rounding the home turn. Made no impression in the final stretch.,2012-01-18,2
11,6,DIAMOND RAINBOW  (CL079),O Doleuze,B,Raced as equal leader along the fence after the 700m. Was gassed passing the 150m.,2012-01-18,2
12,4,BONDI LAD  (CK121),T Angland,B,Raced along the paint 4 back. Struggled in the run home. (Vet reported lame the right fore leg the next day.),2012-01-18,2
1,9,LONGWAH KID  (CL412),T Angland,H/P/TT,2-wide at midfield early. Shifted 3-wide home turn and was 3Ls down turning into home. Battled determinedly to the line to repel rivals and just got up at post.,2012-01-18,3
2,7,TEAM WORK  (CH276),M Guyon,B,Ridden early and raced 2-wide behind midfield to home turn. Swung out and was 4Ls away on straightening. Finished off strongly and was denied in a bobbing of heads.,2012-01-18,3
3,5,DANEWIN TIGER  (CL282),B Prebble,CP/TT,Switched to race towards rear after start. Same position into final stretch. Picked up well but was fended off by top pair.,2012-01-18,3
4,10,BESPOKE MASTER  (CL227),M Du Plessis,--,Quickly into stride. Elected to race 2-wide ahead of midfield first turn. Angled out rounding home turn. Kept on satisfactorily but lacked finishing touch of the front trio.,2012-01-18,3
5,1,STAR OF FAME  (CH043),M Chadwick,B/TT,Urged early and raced at midfield along the fence. Shifted 2-wide home turn and was 3Ls back leaving the bend. Ran on fairly well without seriously threatening the principals.,2012-01-18,3
6,2,TAKE THE RAP  (CL369),N Callan,SR/TT,Began well. Sat on fence ahead of midfield from first turn. Soon got clear run home straight and had every chance 200M. One-paced to conclude.,2012-01-18,3
7,8,VITAL SMART  (M104),O Doleuze,B,Shaken up early and led on fence passing first turn. Took seat behind leader approaching the Rock. Ideal position to strike home straight but couldn't turn up a notch.,2012-01-18,3
8,4,SUPERIOR WARRIOR  (CL167),H W Lai,B2/TT,Driven from wide gate. Eventually cut to the fence and led passing the Rock. Held a 1L advantage turning in. Hung on until no extra final 150M.,2012-01-18,3
9,6,KING ON EARTH  (CL251),B Doyle,XB,Towards rear on fence. One-spot closer top of home straight. Ridden along the rail but hung in badly. Not fully tested.,2012-01-18,3
10,3,GOLD WINNER  (CK139),K C Ng,TT,Pressed early to obtain a forward spot but was trapped wide. Parked one-off behind leader from 700M. Found nothing when asked home straight.,2012-01-18,3
11,12,SUCCESSFUL ERA  (CK276),M L Yeung,B/H,Always at rear. No impression.,2012-01-18,3
12,11,TELECOM SUPER STAR  (CK386),T H So,B/H2,Behind midfield early but came under pressure middle stages despite effort of rider. Well beaten before home straight. (Substantial amount of blood in horse's trachea and lame right front).,2012-01-18,3
1,10,HAPPY SCORE  (M041),M L Yeung,TT,"Bumped at break, dropped last trio 2 deep without cover, advanced 3 wide from 600m, handy turning in, wide run to lead close home.",2012-01-18,4
2,9,MAGNANIMOUS  (CK111),M Guyon,XB,"Trapped 3 deep without cover midfield, niggled to close from 600m, hard-ridden 300m, led 200m, headed 50m.",2012-01-18,4
3,8,HOW WONDERFUL  (CK397),B Doyle,B-/SR-/V1,"Ridden from gate, settled mid rank 2 deep with cover, switched out 250m, chased winner, clinched 3rd late.",2012-01-18,4
4,3,MOCHI  (M090),Z Purton,B,"Restrained from wide gate, keen early, camped 1 off rear on rail, slipstreamed winner from 600m, strong wide run to wire.",2012-01-18,4
5,7,EKRAAR EMPEROR  (M081),M Chadwick,TT,"Set tempo to 1000m, raced 2nd on paint, regained lead 300m, headed 200m, kept on.",2012-01-18,4
6,1,MING HOI TREASURE  (CK145),K C Ng,TT,"Parked rail behind pace, driven off final turn, closed out without threatening.",2012-01-18,4
7,2,PERFECT TEN  (CL030),C Y Ho,TT,"Prominent early, disputed 3rd 2 deep without cover, maintained position in stretch, weakened last 100m.",2012-01-18,4
8,12,O'REILLY MAGIC  (CJ134),J Lloyd,B2,"Crowded at start, raced behind midfield 2 deep with cover, one-paced off turn, stayed on moderately.",2012-01-18,4
9,6,REDOUTE'S FORTUNE  (CK297),M Du Plessis,B-,"Driven from wide gate, to fore 3 deep 1st turn, quickened to lead 1000m, 2L clear at 600m, headed 300m, faded out.",2012-01-18,4
10,11,MASTER DREAMER  (CE293),W M Lai,B,"Raced mid rank on rail, lacked pace off turn, plugged on to line.",2012-01-18,4
11,5,PANTHER RUN  (CL140),H W Lai,TT,"Settled last from wide draw, nudged along at 700m, one paced to wire.",2012-01-18,4
12,4,SADDLERS LODGE  (CL406),N Callan,--,"Good break from widest gate, immediately taken behind field to rail worse than midfield, ridden off turn, unable to close out.",2012-01-18,4
1,5,HAWTHORNE  (CL136),C W Wong,SR,"Broke fast, joined leaders three wide then led and crossed, strongly pressed all down, fought of rivals gamely.",2012-01-18,5
2,8,FLASHING GUY  (CL158),B Prebble,CP/TT,"Broke fast, led then second rail, strong challenge throughout straight, held.",2012-01-18,5
3,6,DANEWIN WINNING  (M405),M Chadwick,TT,"Slow start, midfield two off, three wide into straight, strong challenge until flattened slightly late.",2012-01-18,5
4,1,HAPPY HA HA  (M381),M L Yeung,--,"Sluggish start, rear rail, looked for inside run but had to pull wide, finished strongly late.",2012-01-18,5
5,12,HANNIBAL BARCA  (M367),T Clark,--,"Broke well, midfield rail, inside bid, kept on well but no kick.",2012-01-18,5
6,10,SUPREME JEWELLERY  (M296),D Whyte,B,"Moderate break, midfield one off, bid between horses, kept on one pace.",2012-01-18,5
7,2,SUPER PLUS  (CJ090),T H So,--,"Broke well from wide, but caught midfield three off, had to wait for run 200m out, then bumped, kept on quite well.",2012-01-18,5
8,4,XI YING MEN  (CL352),M Du Plessis,B2/TT1,"Slow start, fourth last rail, inside bid, kept on one pace.",2012-01-18,5
9,3,NOBODY BUT YOU  (M202),W M Lai,--,"Slow start, second last one off, urged, switched wide straight, modest progress.",2012-01-18,5
10,11,LOYAL ARMY  (CJ237),K C Ng,--,"Broke well, fourth one off, three wide bid entering straight, gradually weakened.",2012-01-18,5
11,9,EVER BEAUTY  (CJ161),M Guyon,B/XB,"Broke well, up three wide to join leaders, then third one off no cover, gradually weakened straight.",2012-01-18,5
12,7,SLICK BULLET  (N141),C Y Ho,--,"Taken back from wide to fourth last one off, wide bid, no progress.",2012-01-18,5
1,10,VIVA GUY  (CK318),T H So,--,"In front of midfield, 3Ls off the leaders along the rails, harmed by the slow pace, dashed strongly 300M to score by narrow margin.",2012-01-18,6
2,6,SUNNY MORE  (M150),M Chadwick,H/TT,"In front of midfield, 2.5Ls off the leaders 2 wide, not suited by the slow tempo, dashed well 200M for 2nd.",2012-01-18,6
3,9,SUPREME GENKI  (M387),M Guyon,TT,"Took rail easily and shared lead at advantageous slow sectionals, drifted away 600M, hung on strongly until 100M overhauled, ran on for 3rd.",2012-01-18,6
4,11,AMAZING JOURNEY  (CH281),B Prebble,B/TT,"Eased back, 6.5Ls off the leaders on the fence, not suited by the slow pace, demonstrated strong finishing efforts 250M.",2012-01-18,6
5,4,HO WONGCHOY  (CK275),M L Yeung,CP,"Trapped 3 wide behind leaders early, shared lead in 2 wide from 1000M, benefited by the slow sectionals, drifted away 600M, flattened 100M.",2012-01-18,6
6,1,ABSOLUTE FANTASY  (M284),Y T Cheng,TT,"Box seat, enjoyed the slow tempo, just held ground in straight.",2012-01-18,6
7,3,INDIGO WAY  (M227),H W Lai,--,"Eased to sit behind midfield, 5Ls off the leaders 2 wide, harmed by the slow pace, little dash in straight.",2012-01-18,6
8,5,PRIVATE ROAD  (CK189),T Angland,B,"Eased to sit in midfield, 3.5Ls off the leaders 2 wide, not suited by the slow tempo, just held ground in final stages.",2012-01-18,6
9,12,WINNING PAL  (CJ138),W M Lai,B/TT,"Eased at start to take rail at rear, 8.5Ls off the leaders, not suited by the slow tempo, dashed well 200M.",2012-01-18,6
10,7,DR WIN  (CL203),C Y Ho,--,"Settled in prominent spot, 1.5Ls off the leaders 2 wide, favoured by the slow tempo, closed off well 300M, however checked badly 150M.",2012-01-18,6
11,8,HO HO LIFE  (CL209),D Whyte,B,"Eased to rear, 6.5Ls off the leaders, trapped 3 wide throughout, harmed by the slow pace, ran on ok.",2012-01-18,6
12,2,EASTERN EMPIRE  (CL172),D Beadman,B/TT,"Took rail in midfield, 5Ls off the leaders, harmed by the slow pace, no progress.",2012-01-18,6
1,3,HAPPY YEAH YEAH  (M085),M L Yeung,B,"Broke well, found rail midfield, improved turn, four wide bid, led 200m out, soon clear.",2012-01-18,7
2,1,GLENEALY STAR  (CH284),T Angland,--,"Fair break from wide, taken back to last, wide bid, finished fast.",2012-01-18,7
3,11,PERFECT FIT  (CK323),M Chadwick,B/TT,"Broke well, not much early pace, fourth last one off, ran on between horses.",2012-01-18,7
4,8,MAKE IT  (CL139),H W Lai,CP,"Fair start then met interference and steadied off heels, second last one off, ran on, unable to threaten.",2012-01-18,7
5,7,MERRY ANNIVERSARY  (N085),J Lloyd,H-/XB/B1/TT,"Broke fast, led rail, headed 250m out, weakened.",2012-01-18,7
6,4,AEROSA  (M308),B Prebble,CP,"Bumped start, shifted out, up to fifth one off, outpaced briefly entering straight, kept on one pace.",2012-01-18,7
7,2,GAMEKEEPERS  (M357),D Whyte,--,"Fair break, bumped and unbalanced after 200m, improved wide to second one off, weakened from mid-straight.",2012-01-18,7
8,5,SHAHJEE  (M151),Z Purton,CP,"Fair break, back to third last rail, one paced when asked for effort straight.",2012-01-18,7
9,10,OCEAN WIDE  (CJ132),W M Lai,H,"Broke fast, led briefly then third rail, inside bid, no extra from 200m out.",2012-01-18,7
10,6,GOLDEN BAUHINIA  (CK123),T Clark,B,"Broke well from wide, midfield from one off, no response when asked in straight.",2012-01-18,7
11,12,THE PRINCE  (CL241),C K Tong,B-/TT,"Sluggish start, fifth last rail, inside bid, no progress.",2012-01-18,7
12,9,TIME RUNNER  (M364),B Doyle,B,"Tight for room start, up to join lead one off, shifted out 600m out, weakened quickly afterwards.",2012-01-18,7
1,7,EURO SWIFTLY  (CK091),B Prebble,H/CP/TT,"Out in line, 3 wide early before angling in, given nice trip in middle stages, improved approaching bend, joined in strongly down middle and did too well for fast closing rivals.",2012-01-18,8
2,1,BEST CITY  (M290),O Doleuze,--,"Began well, took trail behind pace 3ls back, used nothing in run, weaved clear rounding bend and came hard to miss by a neck.",2012-01-18,8
3,10,CHAMPAGNE DAYS  (CL024),N Callan,B/TT,"Went forward from a wide alley to sit outside leader, enjoyed an easy time in mid section, applied pressure to leader turning, kept finding but outlasted final 100m.",2012-01-18,8
4,6,MY HOME TOWN  (CH331),T Angland,--,"Slotted into prime position 1 out 1 back, had ideal run in mid section, came into in 3 wide rounding bend, stayed on at same speed to make frame.",2012-01-18,8
5,5,ELEGANCE KLAMMER  (M228),D Beadman,SR/TT,"Drifted back to sit behind midfield, 5-6ls back in running line, reasonable run to bend, worked home well down middle to be not far away in finish.",2012-01-18,8
6,3,REGENCY WINNER  (CK410),M Guyon,TT,"Steadied early and ended up towards rear, 8ls from top end in mid section, improved and came on between horses in straight making good ground to be nearest at finish.",2012-01-18,8
7,4,THE WAND  (M265),D Whyte,--,"Rolled forward to take up running, set terms to liking for most of race, tackled rounding bend, weakened inside 150 (tendon injury day after racing).",2012-01-18,8
8,8,GIVE WELL  (CJ109),M L Yeung,--,"No early toe and ended up last on rails, always well back in middle stages 9ls from top end, came wider and closed well given decent final section.",2012-01-18,8
9,11,VERY WELL  (M161),B Doyle,SR/XB,"Missed start by a few lengths, took up spot at rear best part of 10ls off lead, still well back to bend, made ok ground in what turned out to be a dash home.",2012-01-18,8
10,9,YUE LU TREASURE  (CJ184),C W Wong,B-,"Didn't have early speed, raced behind midfield on rails,7ls away on rails, saved ground on bend, kept on only fairly in straight but did run out of room late.",2012-01-18,8
11,2,KING AL AKBAR  (CK381),T Clark,H,"Faded back to midfield 4-5ls behind leaders, had a quit time in mid section, found little in run home (lame next day).",2012-01-18,8
12,12,VIVA FIGHTER  (CG307),C K Tong,B/TT,"Began well, took up position on leaders back, no excuses in run, weakened tamely from bend.",2012-01-18,8
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-18,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-18,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-18,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-18,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2012-01-18,13
1,6,MIRAGE R  (M055),O Doleuze,B-/P1/TT,"Niggled at early, settled in rear of midfield, widest turning for home, made up good ground down the centre of the track to get up final strides.",2012-01-21,1
2,4,M'S MAGIC  (M079),D Beadman,B/TT,"From a wide draw, soon picked up a prominent spot behind leader, shuffled back to one-out-one-back position in 4th 1000 M out, hit front over 200 M out only to be headed close to home.",2012-01-21,1
3,8,BROTHERS IN ARMS  (CJ070),M Guyon,B-,"Settled one-back in 3rd on rails, baulked early in straight and hung out a difficult ride, kept on without quickening.",2012-01-21,1
4,9,ICE FIRE  (CJ272),B Prebble,H/SR/XB,"Settled in last few on rails, baulked for a run early in straight, produced good late impression.",2012-01-21,1
5,11,BINGO KEY  (CK190),T Clark,B,"Settled in last few, made short-lived effort early in straight, unable to sustain run inside final 200 M.",2012-01-21,1
6,3,PRINCE OF SUNSHINE  (M017),M L Yeung,--,"Began with others, settled on rails in forward of midfield, saved ground on home turn, kept on steadily.",2012-01-21,1
7,10,FULL VERSION  (CL348),G Cheyne,B,"Soon dropped to last few, ran on past well beaten horses in the run home.",2012-01-21,1
8,13,SUPER GALILEO  (CL061),J Lloyd,B/TT2,"Moderate start, settled just better than midfield, faded gradually under pressure.",2012-01-21,1
9,5,CHEERFUL DOUBLE  (CK396),Z Purton,B/TT,"Sluggish at start, settled in midfield, ran home one-paced.",2012-01-21,1
10,2,SUPER PEPPER  (CK244),C Y Ho,B,"Took up running on stables bend, led to 300 M, headed under pressure. (Questioned for disappointing performance.)",2012-01-21,1
11,7,STORM'S DESTINY  (CJ260),D Whyte,B,"Soon taken back from a wide draw, never seen with a chance.",2012-01-21,1
12,12,DAILY DOUBLE  (CK043),B Doyle,--,"Broke well, gradually improved from 6th down far side to dispute lead, folded up quickly in straight.",2012-01-21,1
13,1,GREAT HERO  (CH016),T H So,B/TT,"Drawn poorly, behind midfield early, gradually improved out wide far side to forward of midfield, faded gradually in straight.",2012-01-21,1
14,14,BRIGHT SPIRITS  (M007),Y T Cheng,B/TT,"Raced wide throughout, towards rear early, effort far side to be 5th or 6th, dropped out upon straightening.",2012-01-21,1
1,3,ZEZAO  (CK180),D Whyte,XB,"Camped better than midfield the paint. Raced a bit keenly through the mid section but balanced up nicely early in the straight, took control 150m out and drew away.",2012-01-21,2
2,11,MR AWARD  (M065),Y T Cheng,TT,"Began on terms, settling in 2nd position along the rails with cover. Shifted out after the 800m, and raced 1 off at the leaders girth. Kept on gamely down the running.",2012-01-21,2
3,9,FLYING KEEPER  (M191),Z Purton,B-/TT-,"Settled in 3rd position 1 off with cover. Was carried out into a 3 wide line near the 700m, but managed to shift back in after the 600m and raced 2deep with cover. Stayed on well.",2012-01-21,2
4,13,NEWSWIRE TOO  (CJ040),M Du Plessis,B,"Parked ahead of midfield, 1 off with cover. Closed off soundly to make the frame near the line.",2012-01-21,2
5,1,BIG WINNER AGAIN  (CJ170),M Chadwick,V/TT,Worked its way to the lead and opened up a slight break after the 800m. was overhauled near the final furlong and faded over the final stages.,2012-01-21,2
6,12,DUKE'S VICTORY  (CL262),M Guyon,V,Made solid contact after being bumped at the start travelling with the backmakers 2-3 wide with cover. Ran on well before tiring on its effort well before the line.,2012-01-21,2
7,10,POLYGOLD  (CK309),B Doyle,CP,Made its run from the tail of the field 2 wide with cover. Came widest in the straight and worked home satisfactorily.,2012-01-21,2
8,14,SIMPLY JOY  (CH052),M L Yeung,B/TT,Hade every chance settling 3 back the fence. Came up flat over the final furlong.,2012-01-21,2
9,5,SUGAR ON TOP  (CG274),D Beadman,B,Settled worse than midfield 1 off with cover. Never made any impression in the home straight.,2012-01-21,2
10,4,MUSTANG  (CK351),B Prebble,B,Settled back in the field from a wide barrier travelling 2 deep with cover. Finished off its run 100m from the post.,2012-01-21,2
11,2,FIRST CLASS  (M008),O Doleuze,H,Settled behind midfield the fence. Struggled in the run home.,2012-01-21,2
12,7,AMAZING VENTURE  (CJ039),J Lloyd,TT,Slow to begin settling at the rear along the paint. Failed to close off.,2012-01-21,2
13,6,SAME SAME  (CL064),T Angland,H,"Bumped heavily at the start then slotted in to race 1 off, midfield. Gave ground in the final stretch.",2012-01-21,2
14,8,ASTROKID  (CL330),W M Lai,B,"Began well but for the majority of the race travelled 3 wide without cover, midfield. Never looked likely.",2012-01-21,2
1,5,DANCE FOR GOLD  (N207),M Guyon,H1,Back with last few early despite effort of rider. Set a near impossible task at 300M. Sprouted wings final 200M to get up in emphatic fashion.,2012-01-21,3
2,1,KING OF THE DAY  (CL324),C Y Ho,B/TT,Always in leading section. Ridden 300M. Battled determinedly to repel all rivals but the winner final stride.,2012-01-21,3
3,2,COSMIC BOOM  (N019),D Beadman,H1/XB1/TT,Behind midfield early. Improved gradually from midpoint. Pressed and responded well 400M to snatch a minor placing at line.,2012-01-21,3
3,7,O'HALO  (N066),D Whyte,--,Behind leading section. Driven 450M. Kept giving to land 3rd.,2012-01-21,3
5,4,CALL ME ACHIEVER  (N134),Y T Cheng,--,Never far off the pace on stand's rail. Shaken up passing 400M. Progressed steadily to the line and nearly made frame.,2012-01-21,3
6,13,VICTORY GENERAL  (CL396),M Du Plessis,B/XB,Travelled well in a forward spot but couldn't find extra gear to hold off the principals when the race got serious inside 300M.,2012-01-21,3
7,9,SECRET OF WINNING  (CK205),K C Ng,TT,Tracked leaders to 300M and remained one-paced thereafter. Checked at 50M.,2012-01-21,3
8,14,GOOD SMILE  (CK360),T H So,V,Behind midfield and made up some late ground.,2012-01-21,3
9,3,BLAZE RAIDER  (N091),M Chadwick,TT,Never better than midfield.,2012-01-21,3
10,8,WAYFOONG GOVERNOR  (M385),O Doleuze,SR1,Towards rear and never really improved.,2012-01-21,3
11,10,HAPPY BALL  (M307),B Prebble,TT,At rear and beat tired runners home.,2012-01-21,3
12,12,QUANTUM EXPRESS  (CK166),J Lloyd,H/TT,Towards rear throughout. Never in the hunt.,2012-01-21,3
13,6,FORTUNE STAR  (N073),H W Lai,--,Behind pace early. Struggled from midpoint. Beaten well before post.,2012-01-21,3
14,11,CREATIVE UNION  (M338),B Doyle,XB,Behind midfield. Found nothing when asked midpoint. No impression.,2012-01-21,3
1,8,HAPPY INDEX  (N162),M Chadwick,CP1,"Speed from gate, soon led, quickened 1L clear at 250m, maintained gallop for straightforward win.",2012-01-21,4
2,3,MY WHISKY  (CK071),K C Ng,B/TT,"Dipped at break, ridden to take position 2 deep just behind pace, clear 3rd at 600m, progress on outer to 2nd at 220m, always held.",2012-01-21,4
3,1,DELISH  (M051),D Whyte,B/TT,"Broke with others, tracked leader on rail, 1/2L down in 2nd turning in, 3rd at 220m, kept on.",2012-01-21,4
4,12,SHANGHAI PIONEER  (CL252),T Angland,CP,"Dropped towards rear on rail from wide draw, 8L down and ridden 600m, 2 deep on turn, strong run to wire.",2012-01-21,4
5,10,RAINBOW SEEKER  (CK300),B Doyle,B,"Raced midfield on paint, 5th off home turn, progress to 4th at 300m, no extra in closing stages.",2012-01-21,4
6,6,FIERY RAIDER  (M318),B Prebble,P1,"Slow to muster, tracked wide midfield, awkward around turn, under whip at 450m, moderate progress in home run.",2012-01-21,4
7,9,LUCKY BOY  (CJ296),H W Lai,B/TT,"Camped mid rank on rail, 4th and under pressure turning in, weakened out of contention.",2012-01-21,4
8,7,OYSTER  (CL146),W M Lai,P/TT,"Good break, lacked pace to lie up, raced 2nd last, hard-ridden around turn, plugged on past beaten horses.",2012-01-21,4
9,11,YI HAO MU  (CL233),C K Tong,--,"Driven from gate, always struggling to go pace behind midfield, never a factor.",2012-01-21,4
10,4,HINYUEN PALADIN  (CL199),Y T Cheng,--,"Urged to early lead from wide gate, soon headed, 2 deep without cover in 2nd, faded out from 900m.",2012-01-21,4
11,5,LUCKY TYCOON  (CH318),C W Wong,B,"Tardy from widest draw, raced last on fence, switched centre-track 300m, found virtually nil.",2012-01-21,4
12,2,DIAMOND ANGEL  (M212),N Callan,B/TT1,"Raced behind midfield on rail, pulled off heels at 600m, lost ground, driven on turn, weakened in stretch.",2012-01-21,4
1,10,MEGA CHAMPION  (M149),M Chadwick,TT,"Fair break, midfield one off, had to wait for gap straight, came through to lead 100m out, ran on well.",2012-01-21,5
2,4,CLEMENT SPIRIT  (CL346),M L Yeung,CP,"Fair break, not much early pace, third last one off, wide bid, ran on strongly.",2012-01-21,5
3,2,DR SUPER  (N096),D Whyte,B/TT,"Fair break, aimed for lead but not pace to get there, second one off, led 300m out until headed inside last 100m.",2012-01-21,5
4,11,THANKSGIVING  (M350),D Beadman,--,"Broke well, crossed to fifth one off, then wider no cover turn, ran on without being able to challenge.",2012-01-21,5
5,6,EMPIRE CITY  (CL169),T Clark,SR-/B2,"Broke well, sixth rail, slightly short of room for bid between horses, kept on without being able to threaten.",2012-01-21,5
6,9,HEI HEI POSH  (M390),T Angland,--,"Fair break but caught mid-rear three off, hung out, mid-track bid, kept on one pace.",2012-01-21,5
7,3,MATSUKAZE  (CK150),C Y Ho,TT,"Broke well, settled fourth rail, came wider for mid-track bid, up to second 250m out, no extra late.",2012-01-21,5
8,12,GRACYTOM  (CL408),B Prebble,B-/H,"Taken across from wide, steadied off heels and lost ground, fourth last three off, wide bid, kept on one pace.",2012-01-21,5
9,8,PILLOWIN  (CL357),B Doyle,B/TT,"Fair break, taken back from wide, last rail, inside bid, slightly short of room, kept on one pace.",2012-01-21,5
10,7,SOLAR BOY  (CL213),T H So,B,"Broke well, up wide to lead and cross, headed early straight, no extra, not driven out late.",2012-01-21,5
11,13,SUNSHINE BOY  (CJ281),Y T Cheng,B/TT,"Sluggish start, ridden early to mid-rear rail, no kick when asked.",2012-01-21,5
12,14,SURROUNDED  (CL129),C K Tong,H,"Moderate break, not much early pace, second last one off urged, clipped heels near 500m mark and blundered, wide into straight, minimal progress.",2012-01-21,5
13,5,EASY TRACK  (N039),C W Wong,--,"Broke fast, led early then third rail, inside bid, short of room and switched slightly, no progress.",2012-01-21,5
14,1,AMAZING SUPERNOVA  (M380),N Callan,B-,"Slowly away, urged, mid-rear one off, no progress, weakened.",2012-01-21,5
1,6,REAL GENEROUS  (M193),M Du Plessis,B/H/TT,"Slow away, hard ridden to hold the rail behind midfield, 4.5Ls off the leaders, dashed well 300M despite not suited by the slow pace and scored.",2012-01-21,6
2,2,RIGHT TIMING  (M356),D Whyte,XB,"Eased to sit in midfield along the fence, 3Ls off the slow tempo, closed off strongly 400M for 2nd.",2012-01-21,6
3,8,CHAMPION MOUNT  (CK087),M Guyon,B/TT,"Took rail steadily and shared the lead at advantageous slow sectionals, hung on strongly until 150M overhauled, ran on for 3rd.",2012-01-21,6
4,1,IRON HAWK  (M197),T Angland,B-/CP1,"Eased to rear, 6Ls off the leaders, trapped 3-4 wide, harmed by the slow pace, dashed well 200M.",2012-01-21,6
5,12,NICKU  (CK389),M L Yeung,TT,"Pushed to obtain the box seat, enjoyed the slow sectionals, ran on fairly in final stages.",2012-01-21,6
6,14,TELECOM TOP STAR  (CL276),Y T Cheng,B,"Eased to rear, 7.5Ls off the leaders 2-3 wide, harmed by the slow tempo, blocked 4-2, dashed well when clear.",2012-01-21,6
